,MOFname,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],functional_groups,metal_linker,organic_linker1,organic_linker2,topology,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol],CO2_working_capacity [mL/g]
1480,mof_unit_pretest_1481,2054.57868,1395.70604,1253.27,0.25017,0.2218,COOH,2,1,27,pcu,19.06338493,5.6818019999999985,93.033356
1481,mof_unit_pretest_1482,7628.871697,5657.33804,1503.85,0.31038000000000004,0.2521,I-Cl,3,40,41,fof,38.63498842,6.7668789999999985,148.21921
1482,mof_unit_pretest_1483,1547.638152,737.66048,2181.21,0.34700000000000003,0.4384,H,2,4,18,pcu,13.16171809,5.378255,81.94114
1483,mof_unit_pretest_1484,2538.602098,1400.7282,1686.08,0.2654,0.2897,OMe-Cl,2,18,21,pcu,13.11086575,5.418527,89.52748
1484,mof_unit_pretest_1485,1966.344937,895.68804,3072.5,0.35326,0.467,H,2,5,29,pcu,25.55770708,6.2418059999999995,94.332825
1485,mof_unit_pretest_1486,2851.702213,1109.75474,3346.61,0.38977,0.6032,Et-Me,3,22,29,pcu,8.568486965,4.598736,50.14837
1486,mof_unit_pretest_1487,3506.0340130000004,2089.69772,1841.41,0.35988000000000003,0.3636,Br-SO3H,2,13,28,pcu,17.88120345,5.652417,86.72548
1487,mof_unit_pretest_1488,1854.40067,1291.70954,0.0,0.09391000000000001,0.0812,Me-NH2,9,16,24,sra,113.8663402,8.467046,172.45345
1488,mof_unit_pretest_1489,6849.116643,2491.854212,3463.15,0.41122,0.6807,F-Me,4,3,3,acs,9.37443003,5.285888,73.80055
1489,mof_unit_pretest_1490,1778.53115,855.79488,2065.63,0.26979000000000003,0.3377,CN-OPr,2,4,26,pcu,14.63410163,5.5648019999999985,98.95975
1490,mof_unit_pretest_1491,1289.398005,843.07804,1351.02,0.2236,0.2059,NO2-Cl,3,1,16,pcu,35.25815842,6.114217,122.07573
1491,mof_unit_pretest_1492,2165.260168,819.4005599999998,3105.79,0.4411199999999999,0.7020000000000001,NH2,3,13,18,pcu,13.07021844,4.9572379999999985,51.19486
1492,mof_unit_pretest_1493,1241.9558220000001,1049.9525800000001,1288.41,0.2411,0.1717,OH-Br,2,14,19,pcu,20.43262394,6.080358,102.72316
1493,mof_unit_pretest_1494,701.44552,571.07668,782.52,0.15917,0.1177,OH,3,10,15,pcu,112.14069270000002,9.840814,238.3996
1494,mof_unit_pretest_1495,2377.337746,1360.5547199999999,1555.08,0.2249699999999999,0.2367,Me-NO2,9,11,17,sra,18.79695612,6.11895,95.35709
1495,mof_unit_pretest_1496,2375.807363,1051.86404,2835.87,0.37145,0.5052,H-OH,2,22,28,pcu,12.84929879,4.901361,62.903183
1496,mof_unit_pretest_1497,4344.480366,3716.7854799999996,854.41,0.19019,0.1339,H-Br,1,9,15,pcu,18.28710841,5.606287,113.811874
1497,mof_unit_pretest_1498,2422.922803,1737.7872399999999,880.08,0.16134,0.1355,Et-Br,2,24,28,pcu,41.73712865,5.911757,123.65462
1498,mof_unit_pretest_1499,3528.803341,1714.67468,2137.46,0.29796,0.3693,SO3H-OPr,2,17,26,pcu,17.59521066,5.446909,87.272964
1499,mof_unit_pretest_1500,1128.420312,701.22016,1580.67,0.2409599999999999,0.2335,SO3H-H,3,11,14,pcu,18.51046878,5.663206,98.12428
1500,mof_unit_pretest_1501,3038.816786,1190.82416,3040.88,0.60698,0.9328,I,3,2,20,pcu,4.083236713,3.7072230000000004,34.763016
1501,mof_unit_pretest_1502,1523.567028,533.35424,3844.31,0.51607,0.8878,CN,2,11,20,pcu,4.525379028,3.426335,27.560095
1502,mof_unit_pretest_1503,29602.303432999997,5057.7224799999985,5020.04,0.73816,2.6018,HCO-CN,2,2,23,nbo,3.954195107,2.930166,385.68655
1503,mof_unit_pretest_1504,2210.033022,1003.1098,3010.22,0.41421,0.5496,NO2-H,9,11,20,sra,5.9641765310000014,4.007102,30.98857
1504,mof_unit_pretest_1505,3409.64223,711.25944,5589.02,0.66687,1.9252,H,3,7,19,pcu,4.3253104030000005,2.85185,16.529089
1505,mof_unit_pretest_1506,19921.094246,4549.3116,4285.59,0.67224,1.7727,NO2-OMe,2,2,22,nbo,3.8618939880000003,3.781971,148.05307
1506,mof_unit_pretest_1507,5350.60333,1179.801299,4490.36,0.6771,1.8493,COOH-F,2,26,27,pcu,3.8376010110000003,2.844109,29.11501
1507,mof_unit_pretest_1508,4982.0991,921.93715,5394.64,0.74266,2.4169,F,1,21,26,pcu,2.97293559,2.542401,24.489653
1508,mof_unit_pretest_1509,4388.97102,1495.638,3860.87,0.5705600000000001,1.0083,CN,1,12,12,pcu,3.872087482,2.937014,30.880682
1509,mof_unit_pretest_1510,6826.567322,1912.042493,4466.77,0.62707,1.3483,F,1,13,13,pcu,4.077392473,3.3023620000000005,39.6581
1510,mof_unit_pretest_1511,5089.486285,1769.5389,3380.3,0.49461000000000005,0.8567,NHMe-H,2,1,24,nbo,6.349932811,3.942068,47.73097
1511,mof_unit_pretest_1512,9209.676601000001,3761.59084,2656.53,0.44765,0.66,NH2-COOH,2,9,27,nbo,6.517541863,4.047611,94.981285
1512,mof_unit_pretest_1513,8768.873344,3463.8197600000008,3271.39,0.49093000000000003,0.7484,NHMe-CN,1,1,11,pcu,5.213905176,3.563246,69.209335
1513,mof_unit_pretest_1514,21562.291821000006,3538.3419710000007,5489.51,0.77123,2.8303,F,3,2,19,nbo,3.206362832,2.791925,237.60968
1514,mof_unit_pretest_1515,3976.35667,1967.8771199999999,2072.06,0.43356000000000006,0.5276,Br-NHMe,9,6,7,sra,6.2480231470000005,4.198487999999998,52.002083
1515,mof_unit_pretest_1516,5058.271949,1427.0269,4166.28,0.6143,1.3113,OPr-OH,3,1,11,nbo,3.898132107,3.050272,30.789373
1516,mof_unit_pretest_1517,22660.945042,4443.2516,4501.89,0.75615,2.3224,Br-NO2,2,6,14,nbo,3.578763696,2.659303,180.16428
1517,mof_unit_pretest_1518,3529.255807,1940.2335600000001,2263.63,0.40219,0.4406,SO3H-I,9,7,20,sra,8.234338926,4.717066,49.416573
1518,mof_unit_pretest_1519,4893.394797999998,1443.1113599999999,4166.36,0.6067,1.2389,Cl-OH,2,3,21,pcu,4.280990506,3.511833,36.613014
1519,mof_unit_pretest_1520,2030.6654879999999,757.28328,3125.63,0.43372,0.7004,COOH-Et,3,20,24,pcu,5.138315904,3.34735,25.469568
1520,mof_unit_pretest_1521,17126.424833,5620.0916799999995,3916.78,0.5678,1.042,Me,3,4,5,nbo,4.49482654,3.5297389999999997,140.1193
1521,mof_unit_pretest_1522,1886.811166,698.45572,3687.97,0.4737399999999999,0.7707,NO2,2,21,22,pcu,4.760854312,3.364678,23.643038
1522,mof_unit_pretest_1523,27991.621701,10194.119040000001,3669.91,0.5596,0.9253,SO3H,1,19,23,pcu,5.6611572410000015,3.4779720000000003,331.84326
1523,mof_unit_pretest_1524,4652.388807,1173.3731599999999,4504.77,0.62652,1.496,NO2-H,3,7,25,pcu,4.427194259,3.173765,30.997961
1524,mof_unit_pretest_1525,5133.360296,2351.60894,2624.57,0.52544,0.6907,I-CN,2,4,14,nbo,5.903800489,3.6719690000000003,57.837402
1525,mof_unit_pretest_1526,2280.2931519999997,1099.234278,2546.62,0.42445,0.5302,F-OH,3,2,22,pcu,6.57226057,4.236594,43.505295
1526,mof_unit_pretest_1527,2242.954343,1687.525039,661.17,0.14122,0.113,NHMe-F,10,42,56,etb,12.69196906,4.995051,96.68045
1527,mof_unit_pretest_1528,10645.282806000001,2986.08384,5712.26,0.597,1.2817,OEt,3,5,25,nbo,4.717065569,3.188263,51.305622
1528,mof_unit_pretest_1529,15007.8171,3754.9285600000003,4278.99,0.63507,1.5286,H-OMe,3,4,6,nbo,4.750278796,4.343849,100.263084
1529,mof_unit_pretest_1530,1864.1681010000002,1781.1917239999998,304.11,0.07073,0.0446,F-H,10,49,50,etb,13.12830682,5.437048,84.41436
1530,mof_unit_pretest_1531,5045.479695,2374.44256,2436.24,0.49498000000000003,0.6334,NHMe-Br,3,1,24,nbo,4.400699754,3.9595290000000003,58.39039
1531,mof_unit_pretest_1532,4080.774878,1093.8008,4863.41,0.56213,1.263,NH2-CN,2,6,26,pcu,4.836205931,3.327703,32.070732
1532,mof_unit_pretest_1533,13496.425449,3350.13448,3938.66,0.67094,1.6278,OMe-Cl,2,27,27,pcu,4.634944785,3.120693,72.31624
1533,mof_unit_pretest_1534,3706.628184,948.28308,4439.18,0.64361,1.515,Cl,2,8,21,pcu,4.032816028,3.1106580000000004,24.154316
1534,mof_unit_pretest_1535,7563.2071099999985,1674.3798199999999,4935.78,0.6641600000000001,1.8067,COOH,2,4,23,nbo,3.384521986,2.946948,39.836914
1535,mof_unit_pretest_1536,27979.170232,4013.63056,5706.06,0.76717,3.2206,OMe-Et,2,7,11,nbo,3.4081434689999996,2.612821,441.25336
1536,mof_unit_pretest_1537,5136.418637,1915.06154,3247.26,0.5195,0.8391,NH2-Br,2,4,9,nbo,6.724824333,3.8146989999999996,50.2112
1537,mof_unit_pretest_1538,11806.650173,3383.84096,4452.77,0.62157,1.3061,H,1,11,17,pcu,3.810898267,3.121131,53.585823
1538,mof_unit_pretest_1539,4892.369957,1782.90574,3646.37,0.60154,0.9940000000000001,I-Me,3,21,29,pcu,5.159132187,3.5459059999999996,41.73076
1539,mof_unit_pretest_1540,5058.051678,1703.4006399999996,3507.78,0.5298,0.9474,OEt,3,4,9,nbo,5.884739506,3.838458,43.097466
1540,mof_unit_pretest_1541,5157.195255,2212.80134,2865.41,0.5088600000000001,0.7142,HCO-Cl,2,1,14,nbo,6.164172752000001,3.922652,61.437515
1541,mof_unit_pretest_1542,8978.178425,3015.6256,4059.12,0.54887,0.9841,Et,1,11,11,pcu,4.711934353999999,3.1799560000000002,44.757217
1542,mof_unit_pretest_1543,7339.421725,2859.93992,3265.42,0.50166,0.7753,NHMe-HCO,2,5,14,nbo,4.80838678,4.061513,61.66211
1543,mof_unit_pretest_1544,29188.72947,4278.77852,5479.02,0.79028,3.2466,I-NHMe,3,2,25,nbo,3.238666638,2.6724669999999997,460.67386
1544,mof_unit_pretest_1545,28352.449047000002,5256.498720000001,5066.3,0.73523,2.3882,HCO-NO2,1,6,27,pcu,3.107096696,2.621772,297.14075
1545,mof_unit_pretest_1546,4971.880484,2019.89208,2543.5,0.44423,0.6585,OMe-NH2,3,22,22,nbo,4.427668584,3.852531,52.780617
1546,mof_unit_pretest_1547,19527.687441,4535.31192,4387.39,0.6632899999999999,1.7199,NHMe-NO2,3,2,24,nbo,6.5337977920000005,3.454131,134.71356
1547,mof_unit_pretest_1548,10145.197862,3390.215218,3462.72,0.57311,1.0328,F-H,3,4,4,nbo,4.375787322,3.503276,64.600815
1548,mof_unit_pretest_1549,4143.645752,904.8982599999999,5457.98,0.69177,1.9076,HCO-NHMe,1,21,21,pcu,3.840997981,2.868929,22.294197
1549,mof_unit_pretest_1550,3554.244351,1476.893792,2866.03,0.57096,0.8275,I-F,3,2,26,pcu,5.247963683,3.240407,36.56381
1550,mof_unit_pretest_1551,3135.5185109999998,1003.1282,4030.99,0.54743,1.0305,CN-Cl,3,7,12,pcu,5.033660313,3.5957879999999998,28.786003
1551,mof_unit_pretest_1552,2126.1774,611.46608,4776.42,0.56522,1.1836,NH2,2,19,26,pcu,4.072694438,3.185437,21.1074
1552,mof_unit_pretest_1553,26078.7397,3117.96408,6364.62,0.82573,4.1591,CN-Et,3,20,25,nbo,2.496382835,1.9649450000000002,464.1785
1553,mof_unit_pretest_1554,71167.599376,10090.8888,3845.8,0.8498700000000001,3.6096,I-NO2,2,27,28,nbo,2.9211568160000003,2.727357,1560.8469
1554,mof_unit_pretest_1555,3787.669538,1185.53068,3421.78,0.52883,1.0175,Ph-Br,3,3,22,pcu,7.868109399,3.8675900000000003,37.348194
1555,mof_unit_pretest_1556,27594.666876,6866.01552,3823.88,0.7107600000000001,1.7203,I-HCO,3,7,15,nbo,3.81427266,3.2872480000000004,259.1366
1556,mof_unit_pretest_1557,5096.745352,1826.521042,3359.37,0.4926899999999999,0.8279,F-Et,2,1,24,nbo,5.214970374,3.9258889999999997,49.774616
1557,mof_unit_pretest_1558,4342.856046,2672.9147199999998,1927.52,0.42043,0.4114,Br-I,1,4,24,pcu,6.6535036970000005,4.128982,50.892006
1558,mof_unit_pretest_1559,13705.053722,3747.0496,4286.96,0.60958,1.3427,Ph,3,14,20,nbo,4.922716357,3.822105,82.37869
1559,mof_unit_pretest_1560,14318.961338,4409.563679999998,3592.34,0.54142,1.0588,Me,1,22,27,pcu,6.299605313,3.554193,111.18551
1560,mof_unit_pretest_1561,5112.58838,1508.16132,3999.46,0.58739,1.1991,Pr-OH,2,1,4,nbo,4.035957241,3.153986,32.941826
1561,mof_unit_pretest_1562,1876.269177,886.93612,2898.69,0.4037199999999999,0.5143,Br-HCO,3,21,24,pcu,5.94556483,4.174643,39.899628
1562,mof_unit_pretest_1563,4438.741440999999,1619.8978,3805.27,0.51426,0.8486,OH-Ph,1,11,22,pcu,5.299802519,3.2355389999999997,38.55193
1563,mof_unit_pretest_1564,4309.704774,1744.2977600000004,3124.55,0.43537,0.6478,H,9,12,21,sra,5.156930742,3.714605,48.683228
1564,mof_unit_pretest_1565,18814.561878,4405.90384,4249.0,0.65995,1.6972,NH2-Ph,2,20,22,nbo,4.713190021,2.961862,121.06058
1565,mof_unit_pretest_1566,8755.684008,3255.49512,3545.94,0.53654,0.8690000000000001,HCO,1,1,11,pcu,3.8250787410000004,3.5184910000000005,57.957153
1566,mof_unit_pretest_1567,1976.7818579999998,2484.28154,0.0,0.00847,0.0,Br-Et,9,13,24,sra,13.62927052,9.334966,172.57928
1567,mof_unit_pretest_1568,3027.293517,711.17992,5764.28,0.63574,1.6297,CN,3,20,23,pcu,3.969967982,2.8221950000000002,17.181671
1568,mof_unit_pretest_1569,1569.683722,1160.58496,0.0,0.03411,0.0278,NHMe,9,12,24,sra,26.68898012,6.543767,123.66245
1569,mof_unit_pretest_1570,9187.309729999999,3217.2804,3198.53,0.51212,0.8807,NH2-NO2,2,9,27,nbo,7.861094104,4.210911,77.584076
1570,mof_unit_pretest_1571,13511.360982,4143.85416,3171.14,0.6067600000000001,1.1914,COOH-NO2,2,27,27,pcu,6.626919036,3.943193,117.814964
1571,mof_unit_pretest_1572,20421.950675,6081.08592,3511.87,0.60207,1.2176,OH-NO2,1,7,9,pcu,6.058644686,3.6417,200.13231
1572,mof_unit_pretest_1573,19360.072415000002,4027.2367200000003,4663.05,0.69845,2.022,COOH,3,17,24,nbo,4.216137831,3.066043,118.84425
1573,mof_unit_pretest_1574,12072.979124,3180.4640000000004,5681.02,0.60224,1.3767,NHMe,2,5,7,nbo,3.701319678,3.021824,49.04052
1574,mof_unit_pretest_1575,21735.713751,4329.246560000001,5472.71,0.68235,2.0631,Et,1,2,6,pcu,3.910175633,3.226157,136.73824
1575,mof_unit_pretest_1576,21405.614769,4308.1128,4884.29,0.68542,2.0509,Pr,3,17,19,nbo,3.313201767,2.833418,138.31462
1576,mof_unit_pretest_1577,4437.077442,2484.3581,2256.63,0.4317,0.4643,SO3H-Br,1,11,22,pcu,6.079289579,4.2208510000000015,54.64576
1577,mof_unit_pretest_1578,2104.1783140000002,1631.3543359999999,574.4,0.11619000000000002,0.0903,OH-OMe,10,45,50,etb,12.2566662,5.338205,110.94722
1578,mof_unit_pretest_1579,15226.843092,4141.63808,4299.21,0.59108,1.3087,Ph,2,1,6,nbo,5.167839601,3.565642,92.725624
1579,mof_unit_pretest_1580,3034.156634,821.35028,4287.12,0.63025,1.4021,H-Cl,2,2,20,pcu,4.190257045,3.067122,19.50087
1580,mof_unit_pretest_1581,26700.273381,5408.859302000002,3871.71,0.76339,2.2694,Cl-F,3,17,20,nbo,4.893656339,2.981609,247.44734
1581,mof_unit_pretest_1582,48420.051756,9266.942720000001,5483.75,0.6985600000000001,2.1981,NHMe,1,3,4,pcu,3.9293401789999995,3.128805,598.25946
1582,mof_unit_pretest_1583,5054.235760000001,1520.11516,3924.25,0.59509,1.1915,CN-Me,3,1,4,nbo,3.89217842,3.217881,32.842842
1583,mof_unit_pretest_1584,14064.917994,3895.2104799999997,4076.82,0.61154,1.3298,NHMe-SO3H,3,4,17,nbo,6.4019056260000005,3.571733,85.1247
1584,mof_unit_pretest_1585,3871.304935,1300.55396,3448.4,0.5081600000000001,0.9109,Me-OMe,9,20,27,sra,6.107525861,3.736356,34.753265
1585,mof_unit_pretest_1586,27038.384364999998,6031.6644,4046.61,0.68977,1.8621,NO2-Me,3,7,24,nbo,5.047235314,3.121115,235.55261
1586,mof_unit_pretest_1587,13970.702936000003,3982.35016,3401.94,0.62853,1.3279,Cl-NO2,3,3,3,pcu,4.542067295,3.8639919999999996,109.39163
1587,mof_unit_pretest_1588,34248.216233,12272.01536,3102.97,0.55292,0.9292,NO2-OH,1,6,22,pcu,5.259970149,3.886882,460.55075
1588,mof_unit_pretest_1589,3866.668959000001,815.226693,5016.59,0.69176,1.9759,F,3,8,20,pcu,3.4039769069999997,2.680523,16.878485
1589,mof_unit_pretest_1590,37976.469768,6082.9944,4576.57,0.76663,2.8823,NHMe-Cl,3,7,17,nbo,3.961928103,2.6839150000000003,612.7428
1590,mof_unit_pretest_1591,1525.436181,980.8511900000001,1848.74,0.33637,0.315,I-OPr,3,11,20,pcu,7.788457665,4.6297239999999995,49.011086
1591,mof_unit_pretest_1592,32728.348854000003,5424.07128,4941.74,0.765,2.7798,Cl-OH,3,3,4,nbo,3.1614231010000005,3.5905910000000003,471.73724
1592,mof_unit_pretest_1593,7321.4548730000015,3851.9787200000014,2435.79,0.39033,0.4468,COOH,2,5,22,nbo,5.797676859,4.184439,67.230484
1593,mof_unit_pretest_1594,2558.528192,785.90674,4251.52,0.5956100000000001,1.1677,Me,1,12,13,pcu,4.295445845,3.1373189999999997,20.430933
1594,mof_unit_pretest_1595,1974.7488469999998,1072.876,1956.28,0.36065,0.3998,Cl-CN,3,24,27,pcu,7.308587017000001,3.917181,35.43093
1595,mof_unit_pretest_1596,5564.608281,1131.50696,5642.63,0.6758,2.0015,OH-NH2,3,6,28,pcu,3.706547941,3.1953169999999997,36.494247
1596,mof_unit_pretest_1597,2049.332019,743.08952,3409.6,0.53289,0.885,NO2,3,20,22,pcu,5.170204748,2.9969959999999998,18.47735
1597,mof_unit_pretest_1598,3421.88278,845.3716800000002,4936.53,0.64012,1.5604,Cl,2,7,19,pcu,4.386478258,3.149086,22.02496
1598,mof_unit_pretest_1599,28395.535675,4857.2076799999995,5980.37,0.7349600000000001,2.5875,Et,1,20,28,pcu,4.074174412,3.504872,330.01108
1599,mof_unit_pretest_1600,15220.071496999999,4113.49,4174.24,0.57516,1.2816,OEt-CN,2,4,6,nbo,4.7832707999999995,3.4892879999999997,94.313515
1600,mof_unit_pretest_1601,3130.3589190000002,1474.6226199999999,2843.79,0.56488,0.7221,I,3,8,19,pcu,4.848826151,3.694731,36.976646
1601,mof_unit_pretest_1602,1687.4664879999998,798.13534,3110.23,0.4393399999999999,0.5594,Br,2,11,25,pcu,4.986431431000001,3.651502,30.299631
1602,mof_unit_pretest_1603,7839.603497,2035.6690600000002,4558.58,0.6111800000000001,1.4175,OH-CN,3,34,35,pts,4.989417276,3.384296,43.190384
1603,mof_unit_pretest_1604,35652.345077,4147.109651,6141.39,0.82345,4.2632,F,3,3,19,nbo,3.182369004,2.790101,734.6303
1604,mof_unit_pretest_1605,2777.024605,779.48032,4903.47,0.57617,1.2362,COOH,2,6,19,pcu,5.391745047000001,3.136119,21.386135
1605,mof_unit_pretest_1606,2085.066046,1649.227545,699.24,0.16146,0.1229,H-F,10,44,48,etb,9.734665232000001,5.087843,84.91963
1606,mof_unit_pretest_1607,2786.090739,641.439126,6120.0,0.65108,1.7031,F,2,21,25,pcu,4.0147091139999995,2.7903,16.182884
1607,mof_unit_pretest_1608,27952.962946,7161.45728,4196.65,0.6372800000000001,1.4980000000000002,OEt-OMe,2,4,20,nbo,3.7226715689999996,3.012306,252.35837
1608,mof_unit_pretest_1609,18371.369881,4852.73088,4676.2,0.56938,1.2981,Ph-Et,3,11,27,nbo,5.977249665,3.463284,118.75264
1609,mof_unit_pretest_1610,5481.969325,1379.7278800000001,5325.93,0.61015,1.4599,H-CN,12,20,25,bcu,4.138696318,3.276128,33.87429
1610,mof_unit_pretest_1611,5056.791347,2412.86918,2399.16,0.45266000000000006,0.5713,Cl-NH2,3,4,24,nbo,6.387895542000001,4.22424,63.52588
1611,mof_unit_pretest_1612,14671.601528,4231.55048,4022.17,0.60864,1.2708,Et-Cl,2,24,25,nbo,4.5962676160000004,3.3260400000000003,91.91172
1612,mof_unit_pretest_1613,4623.688043,1369.8705519999999,3807.39,0.58858,1.1964,F-CN,2,3,13,pcu,4.427264102,3.577809,35.61497
1613,mof_unit_pretest_1614,3240.555683,1052.08356,4124.21,0.53722,0.9965,CN-Me,1,12,26,pcu,4.767262887,3.219369,27.26251
1614,mof_unit_pretest_1615,49465.385602999995,6301.52096,4969.63,0.81635,3.8591,NO2-COOH,2,7,27,nbo,3.18278179,2.5834200000000003,1071.9318
1615,mof_unit_pretest_1616,19875.448942,4889.46176,4688.33,0.6170800000000001,1.5106,Pr,1,19,28,pcu,4.115870574,3.434918,132.7828
1616,mof_unit_pretest_1617,36499.286776,5345.83424,5255.29,0.78379,3.2227,Cl-OEt,3,6,7,nbo,3.338378337,2.474303,626.19806
1617,mof_unit_pretest_1618,8220.239128,1187.9867199999999,5795.46,0.76755,3.1984,H,2,27,28,pcu,3.244355952,2.774709,68.853645
1618,mof_unit_pretest_1619,26070.730808,3092.0496,6290.41,0.82575,4.1928,NHMe-HCO,3,20,25,nbo,3.0943900039999996,2.161841,469.79752
1619,mof_unit_pretest_1620,24625.329729,6188.34576,3398.67,0.73897,1.7709,Cl-Br,2,28,28,pcu,4.081342917,3.7922279999999997,242.47893
1620,mof_unit_pretest_1621,2524.063947,777.36564,3945.74,0.49985,0.9774,NHMe,3,6,24,pcu,5.145431235,3.4511279999999998,24.342852
1621,mof_unit_pretest_1622,18391.522101,3554.1771200000007,4450.11,0.74225,2.313,OH-HCO,3,20,22,nbo,3.0733536619999997,2.541904,126.651764
1622,mof_unit_pretest_1623,4430.38563,1112.1653800000001,4638.82,0.6414,1.5387,HCO-H,1,13,26,pcu,4.090248357,3.149076,30.979733
1623,mof_unit_pretest_1624,20343.9164,4736.76016,4621.7,0.6624,1.7133,OH-NH2,1,7,24,pcu,6.518190653,3.973324,146.91751
1624,mof_unit_pretest_1625,20004.023307,7233.53463,3719.47,0.52517,0.8746,NH2-F,1,14,29,pcu,6.59224368,3.582069,200.01974
1625,mof_unit_pretest_1626,7465.96203,3289.98796,2504.47,0.55675,0.7609,OH-Br,3,14,23,nbo,5.002793381,4.259824,76.10704
1626,mof_unit_pretest_1627,2776.554153,667.43992,5572.46,0.63918,1.6013,OH,2,6,19,pcu,4.158159676,2.740053,15.413145
1627,mof_unit_pretest_1628,3689.84973,1101.30896,3944.74,0.57905,1.1683,COOH-NO2,3,8,21,pcu,4.249520757,3.457728,30.443968
1628,mof_unit_pretest_1629,19904.674222999998,3266.6216,5672.77,0.75576,2.7733,,3,2,11,nbo,3.131549345,2.983632,204.59839
1629,mof_unit_pretest_1630,3954.493453,1024.9676,4569.97,0.6372800000000001,1.4807,Me-Cl,1,8,10,pcu,4.289254284,3.2766040000000003,29.127626
1630,mof_unit_pretest_1631,20223.502959999998,3244.6136,5719.88,0.7576,2.8437,H,2,2,11,nbo,3.3802076889999997,2.743423,219.51048
1631,mof_unit_pretest_1632,10880.247445,4568.44848,2931.04,0.50062,0.718,SO3H,1,5,27,pcu,5.764969487999999,3.6988510000000003,99.60745
1632,mof_unit_pretest_1633,4462.944267,1629.8281,3623.61,0.53686,0.8853,SO3H-OMe,1,11,15,pcu,6.0752263929999994,3.675816,43.213512
1633,mof_unit_pretest_1634,10288.296923,3376.746939,3594.54,0.53984,0.9905,Et-F,2,4,4,nbo,5.315260746,3.5851629999999997,63.439735
1634,mof_unit_pretest_1635,2081.666814,1751.757916,0.0,0.02207,0.0158,Et-OPr,10,42,51,etb,2.814255381,7.956653999999999,151.80109
1635,mof_unit_pretest_1636,8529.448243,3536.4380130000004,2839.85,0.42523,0.6176,F,1,22,22,pcu,5.432779865,3.687233,77.634155
1636,mof_unit_pretest_1637,3131.923032,803.710446,4497.42,0.5938100000000001,1.3935,F,2,7,22,pcu,4.076485422,3.1004709999999998,21.157179
1637,mof_unit_pretest_1638,24647.882131,3484.47696,6685.94,0.77758,3.3124,OMe,2,6,19,nbo,3.1595666889999996,2.4348650000000003,346.5369
1638,mof_unit_pretest_1639,2014.3469489999998,587.08092,4478.67,0.58152,1.2016,NH2,3,20,24,pcu,3.803150741,2.934358,17.24861
1639,mof_unit_pretest_1640,6279.869551,2632.22496,2742.2,0.57375,0.8243,Br-COOH,3,8,28,pcu,5.287152537,4.3267370000000005,63.49267
1640,mof_unit_pretest_1641,2911.820991,871.251926,4410.24,0.56882,1.1448,OH-F,3,8,11,pcu,6.304903501,3.3496599999999996,23.990803
1641,mof_unit_pretest_1642,4515.193246,3290.887552,632.87,0.13907,0.1149,NH2,10,45,45,etb,20.3967628,4.880267,112.579124
1642,mof_unit_pretest_1643,2029.034443,985.1261599999999,2457.07,0.43445,0.5389,OPr-Br,2,20,24,pcu,5.275579179,4.156935,41.621746
1643,mof_unit_pretest_1644,5159.246499,1562.2186,3830.78,0.57496,1.1435,NH2,2,4,11,nbo,4.888992774,3.6949300000000003,38.826046
1644,mof_unit_pretest_1645,13361.848634,4680.3806399999985,3205.1,0.51115,0.8788,CN,1,1,7,pcu,4.260114099,3.710018,121.038475
1645,mof_unit_pretest_1646,10146.240935,3770.36048,3088.52,0.53061,0.8599,OH-H,3,4,4,nbo,5.4267167,3.990039,92.55723
1646,mof_unit_pretest_1647,22244.480141,5203.57568,5224.07,0.64641,1.6641,Et-COOH,3,11,28,nbo,4.921703038,3.617022,149.71545
1647,mof_unit_pretest_1648,11136.919299,2801.97616,4471.23,0.6453,1.5446,OEt,3,11,19,nbo,2.9085889369999998,3.2182009999999996,52.79914
1648,mof_unit_pretest_1649,26082.864804,3114.0852,6252.41,0.8225,4.1487,OMe,3,20,23,nbo,3.0965841689999998,2.455845,469.412
1649,mof_unit_pretest_1650,3768.222039,787.253053,6235.96,0.66903,1.9285,H-F,3,6,23,pcu,3.863153612,2.903119,19.782988
1650,mof_unit_pretest_1651,4093.679415,1617.7061800000001,3475.39,0.4341899999999999,0.6617,Br,4,20,25,acs,7.067967047000001,3.7677949999999996,48.21226
1651,mof_unit_pretest_1652,2991.603898,667.2086400000002,5918.48,0.63958,1.7269999999999999,NH2,3,21,26,pcu,3.9794452689999997,2.839848,16.469082
1652,mof_unit_pretest_1653,2515.58766,741.6922400000002,4015.23,0.50484,1.0312,Pr,2,6,24,pcu,5.207583105,3.5945489999999998,26.126413
1653,mof_unit_pretest_1654,20560.485245,5827.82592,3995.3,0.61851,1.3141,Cl-OH,1,7,9,pcu,4.97473326,4.574330000000002,196.05145
1654,mof_unit_pretest_1655,3992.5787240000004,1171.14976,4151.34,0.59837,1.2285,NO2-OH,1,13,18,pcu,5.368467644,3.3354699999999995,32.22603
1655,mof_unit_pretest_1656,1956.875432,697.2115200000002,4073.72,0.5158699999999999,0.872,Cl,2,19,23,pcu,4.841466853,3.296471,22.887465
1656,mof_unit_pretest_1657,15025.040088,3334.3992,4658.67,0.68672,1.8635,NO2,3,4,6,nbo,3.3652729960000003,3.4645550000000003,84.2319
